rustc 1.1.0-dev (built 2015-05-17)
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.028 	parsing
time: 0.000 	recursion limit
time: 0.010 	configuration 1
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.007 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.185 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.035 	configuration 2
time: 0.014 	maybe building test harness
time: 0.011 	prelude injection
time: 0.000 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.001 	language item collection
time: 0.034 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.001 	loop checking
time: 0.001 	static item recursion checking
time: 0.012 	type collecting
time: 0.002 	variance inference
time: 0.118 	coherence checking
time: 0.980 	type checking
time: 0.133 	const checking
time: 0.010 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.017 	match checking
time: 0.006 	liveness checking
time: 0.123 	borrow checking
time: 0.117 	rvalue checking
time: 0.002 	reachability checking
time: 0.007 	death checking
time: 0.210 	stability checking
time: 0.000 	unused lib feature checking
time: 0.224 	lint checking
time: 0.000 	resolving dependency formats
time: 2.952 	translation
  time: 0.095 	llvm function passes
  time: 0.043 	llvm module passes
  time: 1.973 	codegen passes
  time: 0.001 	codegen passes
time: 2.353 	LLVM passes
time: 0.195 	linking
done
